text,label
태거든요 인제 월세를 놓을 거라서요 집은 비워져 있는 상태이시고요 고객님 빠르게 진행이 되야 하겠네요 뭐 따로 양도해주실 분도 전혀 없으시구요 네 월세를 줄거라서요,0
안녕하세요 고객님 입니다 주문자 이름은 고 그거 반품 신청했는데요 네 고객님 말씀하세요 그거 왕복 택배비하고 해서 뭐 팔천 원이 돼있더라고요 네 팔천 원이세요 근데 제가 이거 살 때 택배비를 제가 내고 받았거든요 네 택배비요 고객님 일단 제가 택배를 제가 직접 보내도 되죠 제가 확인 한 번 해보도록 하겠습니다 네 기다릴게요 해주세요 택배 고객님께서 발송해 드리는 거는 괜찮으신데요 박스 비용 이천 원은 부과되신다고 합니다 박스 비용 이천 원이요 ,0
"본인 그렇다면 혹시 최근에 2, 3년 사이에  본인 신분증이나 여권, 지갑, 본인의 개인정보가 담겨져 있는  물건을 분실하시거나 도난당하신 적 없습니까?  본인 그렇다면 최근 개인정보 유출로 인해서  본인께서는 이용하시는 해방은행이나 포털사이트  인터파크나 네이버, 페이스북 같은 포털 매체에서   저기.. 네, 본인에게 메일이나 문자로 고집하듯이 사실 또한 없으신 건가요?  보안 매체를 다수로 압수라 했는데요 김민수 일당이 필리핀에서 불법 도박",1
"거기에 그 어떤 화면들이 나오시죠?  그 첫번째는 이제  보도자료 유망 중소기업  성장기술 유출사건  보내항 기술유출점인데  이런거 남아있어요 주목병원으로 전화 저기.. 네, 하십니까?  네, 말씀하십시오 제가 통장이 집에 있거든요 그 전화는 본인이 보안을 놓치게 해달라는 겁니다 로그인 창이 아니고  비위원 실명 확인 로그인 하십시오",1
반갑습니다 입니다 교환하고 싶어서요 주문 조회를 위해 성함과 연락처 말씀해 주세요 주문자 이에요 고객님 교환이나 반품일 경우 배송비가 동일합니다 교환 처리보다는 반품하고 다시 재주문 할 경우가 수령이 빠르세요 그럼 반품 접수해 주세요 네 반품 접수를 도와드리겠습니다 왕복 배송비 육천 원입니다 네 괜찮아요 접수해 주세요 휴대전화 결제하셔서 전체 취소 처리해야 합니다 통화 종료 후 고객님께 문자 하나 보내드릴게요 계좌랑 금액 배송비 관련해서 안내 ,0
안녕하세요 상담원 입니다 폐수처리업 재이용 허가 문의 좀 드리려구요 네 어떤 문의이실까요 신청은 어떻게 하면 될까요 방문이나 우편 또는 홈페이지에서 가능합니다 처리되는데 얼마나 걸리나요 보통 십오 일 정도 소요됩니다 혹시 수수료가 있나요 수수료는 만 원 입니다 네 알겠습니다 감사합니다 코로나 조심 하세요 상담사 이었습니다 예 말씀 감사합니다,0
합격의 기쁨을 함께 입니다 선생님 안녕하세요 아니 내가 합격을 했다네요 어머나 축하드려요 정말 고생 많으셨어요 고마워요 아 그런데 합격증 학원 가면 줘요 아니요 합격증은 가까운 초등학교로 가셔야 돼요 그래요 학원 아니고 학교요 가까운 초등학교 행정실이나 주민센터로 가시면 돼요 제가 듣기론 초등학교 행정실이 발급이 더 빠르다고 하시더라구요 그럼 학교로 가야겠네요 빨리 받고 싶어서요 고객님 가실 때 신분증 꼭 챙겨 가시고요 다시 한번 합격 축하드려,0
즐거운 여행 센터 상담원 입니다 안녕하세요 가 홍천에 있는거 맞나요 네 맞습니다 에 위치해 있습니다 지금 터미널 쪽에서 차 렌트해서 가고 있는데요 네 차량으로 이동 중이시구요 거기 카페 가 보려고 하거든요 외지에서 오시는 관광객 분들도 많이 찾으시는 곳이죠 강아지랑 같이 왔는데 혹시 거기 애견 동반 가능한 곳인가요 네 동반 가능하세요 가게 앞에 보시면요 주차장 겸 마당도 넓어서 산책도 가능하십니다 강아지가 좋아하겠네요 그러면 주소 확인 한번 부,0
전라도 광주 출신의 40여 년 남성이신데요 그럼 본인께서 다른 얘기 이처를 하시거나 입출금 하실 때 본인 핸드폰으로 거래 내역에 대해서는 문자 통지를 받으십니까?  아니요 몰라요  네 알겠습니다  네 8월 13일 울렬로 후  그러니까  2014년 8월 13일 말씀하시는 거예요?  네 그렇습니다  네 서울 송파구 송파동 지점에서  농기업원의 괴사 개설란 사실이 있으세요?  전혀 없어요  8월 14일 화요일 오후  1시 40분경에 서울 강남구 역삼,1
또 뭐 다수 거래하시는 통장이신가요?  그렇죠 네 고객님 지금 저희 쪽 채권의 스팀으로 연락주셨고요 당연히 저도 지인분께 다른 말씀 아예 안 드릴 거고요 그러면 3시까지 제가 다시 한번 연락 드릴 거고요,1
반갑습니다 입니다 네 안녕하세요 저는 외국인인데요 인감도장을 만들 수 있나요 네 가능은 합니다만 성명 인장표기가 어렵다는 문제가 있습니다 어떻게 하면 될까요 성은 기재하되 이름의 경우 두문자형 혹은 원음을 한글표기를 합니다 그래요 아무튼 인감도장은 만들 수 있다는 거네요 예 맞습니다 더 자세한 상황은 민원여권과로 문의 바랍니다 네 정말 친절하시네요 고맙습니다 고맙습니다 저는 이었습니다 예 안녕히 계세요,0
늦게 받아 죄송합니다 의 상담원입니다 안녕하세요 앞으로 수강을 하려고 하는데요 강좌 구매는 신용카드만 가능한 건가요 아닙니다 저희 는 여러 수단을 통해 결제가 가능합니다 어떤 결제 방법이 있나 알려 주시겠어요 네 말씀하신 신용카드와 계좌 이체 무통장 입금 휴대폰 결제 가능하시고요 와 포인트 결제도 있으세요 결제 방법이 많네요 휴대폰 결제도 금액 상관없이 가능한가요 휴대폰 금액 한도는 개인별로 달라서 통신사 측에 연락해보셔야 해요 아 소액 결제처,0
아이디 확인 후 비밀번호 재발급 버튼 클릭 시 비밀번호 재발급이 됩니다 네 잘 알겠습니다 감사합니다 네 지금까지 상담사 이었습니다,0
입니다 무엇을 도와 드릴까요 대구 시내에 머물 수 있는 게스트 하우스가 있을까요 대구 중구 중앙로역 인근에 위치한 게스트 하우스 괜찮으십니까 중앙로 역에서 거리가 얼마나 될까요 중앙로역 3번 출구에서 600미터 거리에 위치해 있습니다 그럼 상호명과 연락처 주시겠어요 더스타일 게스트하우스 이고요 번 입니다 혹시 예약은 어떻게 하나요 전화로 하면 될까요 네이버에서도 예약 가능 하십니다 알겠습니다 덕분에 숙소는 해결됐네요 수고하세요 즐거운 시간 되세,0
"직장어려 부분을 갖고 가야 된다거나  아니면 뭐 세금 용지를 갖고 가야 된다거나  이런 어떤 게 있어야 되거든요 네, 했더니 뭐 신호카드 정보, 신호카드 왜 요구해요?  아, 시험카드 아니고 계좌번호, 계좌비밀번호  전부 다 입력을 하신 겁니까?  네, 그거 했더니 그 다음에 확인했더니  시험카드는 전부 다 숫자 1로 기재를 해 주십시오 여기 뭐 현금 서비스나 카드론 대출 이용하신 적이 있습니까  아니요 네 여보세요 네 윤희님  그거 우리 은행",1
"[안내] 고객님 금융 안전 보증 센터입니다. 아, 그 본인 계좌로 지금 본인이 사용하시는 계좌로 들어갔다는 말씀이 아니고요 그래서 나도 이론을 못 받을 것 같아서 신체 포기 각서까지 작성시켜놨어요 저희도 어떡합니까? 본인을 못 찾으면 보증이라도 찾아줄까요?  그래서 지금 애를 잡고 있는 거예요?  일단 얘기 들어보세요 뭐, 따로 그러시면 거부감 같은 건 없으시죠?  따로 짊어주실 리스크는 없고요",1
[안내] 고객님 금융 안전 보증 센터입니다. 그러면 영문으로 된 주소를 다 지워주시고요 그 본인 뭐 두 계좌 계좌들에도 혹시 아시는 분 있습니까 본인이 직접 그런 질문을 하시는 상황이 있으면 그런 거 아니다,1
고객님 상담사 입니다 고객님 전화 맞습니까 저 맞습니다 말씀하세요 고객님 문의 주신 건 확인해 보니까요 업체가 달라서 따로 배송된다고 하네요 저희 홈페이지 내에서 안내 드렸어요 혹시 못 보셨나요 그럼 따로 이렇게 배송 온다고요 네 맞습니다 고객님 그럼 알겠습니다 감사합니다 감사합니다 좋은 하루 보내십시요,0
"그러면 이제 그 서류를 들고 가서 연행해서 통장 개설해 오시는 일이거든요 그러면 SK 증거는요?  SK 증거 같은 경우에도 본인께서 불하시면 지금 이거부터 불하셔야 되는데  우선 중요한 건 이 5,200만 원 자력이 본인한테 굉장히 큰 돈이죠 혹시도 이해 안 되는 부분이 있으면 저한테 지금 여쭤보시고요",1
반갑습니다 입니다 무엇을 도와드릴까요 수량이 적게 왔어요 이십 개 적게 왔어요 불편을 드려 죄송합니다 고객님 고객님 성함과 전화번호는 어떻게 되실까요 이고 휴대폰은 이에요 네 고객님 기다려 주셔서 감사합니다 총 백이십 매 시키셨으나 백 매만 왔다는 말씀 맞으십니까 네 맞아요 백 매만 왔어요 고객님 게시판으로 사진 한번 올려주실 수 있으실까요 어떻게 올리는 거예요 링크 저희가 문자로 안내해 드리면 확인하시고 사진 올려주시면 됩니다 그리고 성함이랑,0
